Name;First_Name;Profits
Antoine;Édith;1402011.2
Benoit;Christelle;1401894.7
Albert;Amélie;1401813.1
Devaux;Yves;1401744.05
Legrand;Laetitia;1401728.65
Bouvet;Sébastien;1401677.0
Schneider;Christophe;1401666.0
Legendre;Agnès;1401600.15
Nguyen;Paulette;1401525.75
Pages;Tristan;1401443.1
Robert;Alex;1401368.8
Huet;Paulette;1401324.15
Moreno;Timothée;1401122.35
Germain;Catherine;1401078.2
Bonnet;Marcel;1400907.4
Hubert;Antoinette;1400877.4
David;Diane;1400748.2
Moreau;Auguste;1400522.65
Sanchez;Cécile;1400488.6
Perret;Alix;1400436.95
Blot;Timothée;1400434.4
Goncalves;Corinne;1400300.0
Mendes;Virginie;1400252.25
Carpentier;Michel;1400221.95
Berthelot;Michel;1400187.3
Grenier;Jean;1400177.1
Monnier;Émile;1400160.4
Sanchez;Michelle;1400120.95
Faivre;Sylvie;1400108.7
Paul;Victoire;1400042.5
Dumont;Émilie;1400029.1
Lebrun;Maggie;1399959.6
Meyer;Alice;1399832.15
Allard;Alphonse;1399688.9
Dias;Alain;1399619.35
Samson;Dominique;1399469.65
Leconte;Aimée;1399276.15
Brunel;Georges;1399182.3
Guibert;Charlotte;1399152.4
Martineau;Astrid;1399125.0
Michel;Frédérique;1399092.6
Renaud;William;1399037.3
Pichon;Claude;1398997.8
Chevallier;Honoré;1398952.95
Faure;Élise;1398875.55
Besson;Constance;1398827.9
Baron;Alphonse;1398789.05
Adam;Pierre;1398773.1
Evrard;Célina;1398738.95
Pinto;Pierre;1398636.7
Dias;Astrid;1398598.85
Joseph;Pénélope;1398445.1
Neveu;Margot;1398436.55
Michaud;Luce;1398427.4
Da Costa;Benjamin;1398337.7
Maillet;Marthe;1398329.05
Lombard;Julien;1398304.75
Weiss;Constance;1398202.75
Dos Santos;Honoré;1398063.65
Baron;Adrienne;1398046.05
Salmon;Grégoire;1397967.05
Pinto;Brigitte;1397834.35
Colin;Nath;1397736.1
Turpin;Martin;1397690.8
Masse;Olivie;1397687.1
Foucher;Henriette;1397681.45
Raymond;Astrid;1397662.8
Jourdan;Anouk;1397639.6
Cohen;Étienne;1397609.75
Charrier;Augustin;1397601.9
Guillou;René;1397478.75
Boulay;Simone;1397433.5
Barbier;Claude;1397291.45
Diaz;Nathalie;1397264.4
Renaud;Victoire;1397260.55
Millet;Constance;1397257.4
Pruvost;Maryse;1397240.4
Fleury;Michel;1397204.35
Lemonnier;Claudine;1397161.95
Ruiz;Capucine;1397077.2
Pichon;Anastasie;1397043.15
Martineau;Philippine;1397023.25
Leger;Danielle;1397010.85
Chauvet;Alexandre;1396945.5
Andre;Agnès;1396909.45
Garcia;Louis;1396907.45
Leblanc;Audrey;1396786.45
Ruiz;Théodore;1396727.7
Benard;Patrick;1396723.9
Guillou;Andrée;1396633.0
Hamel;Antoinette;1396601.0
Renaud;Hélène;1396594.95
Lombard;Édouard;1396563.45
Paris;Thérèse;1396555.5
Pierre;Denis;1396554.7
Teixeira;Clémence;1396531.05
Garnier;Jacques;1396428.8
Costa;Suzanne;1396388.45
Clerc;Clémence;1396220.6
Garcia;Vincent;1396192.9
Berthelot;Astrid;1396164.25
Chartier;Maurice;1396109.65
Pichon;Louise;1396032.7
Hoareau;Bernadette;1396028.45
Rodrigues;Antoinette;1395919.65
Brunet;Antoine;1395907.7
Charrier;Olivier;1395877.7
Vaillant;Marcelle;1395716.35
Duhamel;Alex;1395697.85
Vasseur;Maurice;1395680.95
Rousset;Thierry;1395570.1
Guillet;Olivie;1395405.9
Poirier;Lucie;1395323.15
Perez;Corinne;1395311.25
Guichard;Olivier;1395216.35
Barbe;Constance;1395132.6
Carpentier;Stéphane;1395047.1
Thibault;Yves;1394978.05
Ferreira;Emmanuelle;1394833.35
Hamel;Thibaut;1394753.5
Moulin;Antoine;1394739.0
Lemaire;daisy;1394624.5
Meunier;Arnaude;1394617.15
Petit;Alix;1394537.35
Morvan;Sabine;1394528.8
Jacob;Alfred;1394504.95
Legrand;Yves;1394497.25
Cordier;Xavier;1394496.45
Blanchet;Marguerite;1394393.2
Richard;Hélène;1394352.95
Neveu;Éléonore;1394311.15
Perret;Mathilde;1394277.8
Mathieu;Paulette;1394102.5
Barre;Vincent;1394092.9
Pelletier;Alex;1393910.95
Boutin;Anastasie;1393888.35
Jean;Dominique;1393793.4
Bazin;Bertrand;1393713.5
Legrand;Joséphine;1393708.9
Millet;Bertrand;1393704.9
Riviere;Simone;1393593.3
Evrard;Emmanuel;1393410.3
Perrin;David;1393199.3
Godard;Colette;1393151.8
Hamon;Franck;1393139.65
Vaillant;Renée;1393126.45
Samson;Gilbert;1393092.8
Gerard;Lucie;1392934.85
Adam;Diane;1392927.85
Ramos;Amélie;1392900.0
Couturier;Hortense;1392864.9
Robin;Susanne;1392846.15
Jourdan;Antoine;1392831.15
Lopez;Luce;1392710.05
Boutin;Zoé;1392584.05
Richard;Laetitia;1392571.75
Tanguy;Émile;1392522.9
Jourdan;Jean;1392513.65
Parent;Jules;1392267.4
Mathieu;David;1392256.7
Meunier;Amélie;1392191.65
Dos Santos;Benoît;1392069.55
Dos Santos;Pauline;1392057.25
Marion;Guy;1391979.2
Hoarau;Théophile;1391954.5
Remy;Maurice;1391809.1
Jacques;Capucine;1391693.2
Lacombe;Lucas;1391675.3
Roche;Alice;1391656.9
Leconte;Bernadette;1391634.9
Grenier;Sébastien;1391603.0
Aubert;Nathalie;1391569.3
Baron;Astrid;1391493.5
Huet;Jacques;1391480.3
Hoareau;Éléonore;1391369.2
Meunier;Nathalie;1391348.75
Maurice;Céline;1391252.15
Leblanc;William;1391235.7
Baudry;Bernadette;1391206.7
Devaux;Stéphanie;1391151.9
Chevalier;Dominique;1391123.8
Leduc;Anouk;1391096.95
Lacroix;Lucie;1390930.25
De Oliveira;Marie;1390892.25
Morin;Sophie;1390817.8
Salmon;Denise;1390815.45
Royer;Frédérique;1390743.4
Charpentier;Emmanuel;1390681.35
Bourdon;Marthe;1390534.95
Torres;Alix;1390533.8
Alexandre;Matthieu;1390526.1
Goncalves;Dorothée;1390513.45
Grondin;Denise;1390468.75
Ollivier;Joseph;1390437.2
Leclerc;Lucy;1390433.95
Pottier;Marthe;1390389.65
Imbert;Olivie;1390356.1
Klein;Guillaume;1390335.9
Lecoq;Louis;1390113.7
Letellier;Alex;1390079.0
Chauvet;Stéphane;1390059.6
Tessier;Grégoire;1390046.3
Sanchez;Valérie;1389997.05
Leclerc;Honoré;1389984.65
Jacques;Adrienne;1389926.9
Besson;Geneviève;1389914.1
Noel;Léon;1389892.55
Rodriguez;Dorothée;1389837.5
Reynaud;Benjamin;1389744.75
Klein;Pénélope;1389661.7
Marchand;Emmanuelle;1389650.3
Jean;Joseph;1389645.7
Delattre;Marianne;1389634.3
Robin;Alex;1389617.65
Morel;Maryse;1389585.4
Ferreira;Théophile;1389537.25
Olivier;Lorraine;1389479.2
Pichon;Alphonse;1389453.1
Charrier;Geneviève;1389343.55
Caron;Frédérique;1389293.1
Raynaud;Paulette;1389247.55
Neveu;Pierre;1389215.25
Guillot;Frédéric;1388878.6
Clement;Juliette;1388800.25
Huet;Corinne;1388734.05
Allain;Martin;1388554.25
Hernandez;Noël;1388535.05
Mercier;Christiane;1388499.9
Pires;Adrien;1388477.95
Joubert;Nathalie;1388467.7
Olivier;Michelle;1388454.0
Maillot;Dominique;1388388.95
Diaz;Franck;1388203.8
Henry;Alix;1388202.95
Bodin;Corinne;1388084.1
Rodriguez;Amélie;1388050.05
Garcia;Françoise;1388043.7
Leroux;Caroline;1387984.9
Lacroix;Yves;1387938.55
Denis;Agathe;1387874.7
Lambert;Jeannine;1387802.75
Jean;Henriette;1387792.05
Letellier;Léon;1387753.2
Besson;Maggie;1387723.1
Dupuy;René;1387693.65
Prevost;Pierre;1387673.95
Perrier;Timothée;1387637.25
Dupuis;Nicolas;1387545.8
Bourdon;Thierry;1387499.85
Clerc;Adrienne;1387386.45
Rocher;Alexandria;1387315.75
Faure;Alain;1387300.0
Imbert;Maryse;1387251.5
Lemoine;Nathalie;1387235.8
Gomez;Paulette;1387221.25
Benoit;Benoît;1387192.35
Lejeune;Hortense;1387182.1
Maillet;Susan;1387181.5
Marques;Laurent;1387111.85
Aubert;Daniel;1387065.25
Nguyen;Adrienne;1386845.7
Martinez;Sophie;1386804.95
Ollivier;Éléonore;1386778.7
Petit;Marianne;1386760.1
Carlier;Noémi;1386753.35
Valentin;Margot;1386674.0
Faivre;Odette;1386671.75
Lucas;Daniel;1386573.75
Hamon;Luc;1386472.25
Bouchet;Nath;1386432.65
Peltier;Margot;1386413.5
Lenoir;Sylvie;1386378.2
Meunier;Daniel;1386281.75
Garcia;Luce;1386248.3
Marin;Margaux;1386236.1
Courtois;André;1386217.4
Devaux;Camille;1386214.3
Valentin;Geneviève;1386181.95
Fontaine;Monique;1386178.9
Bousquet;Marine;1386054.4
Reynaud;Gérard;1386038.8
Peltier;Marthe;1386023.45
Lesage;Jean;1385926.2
Lefort;Aurore;1385902.45
Imbert;Alix;1385881.4
Lelievre;Léon;1385872.05
Sanchez;Joséphine;1385843.15
Hernandez;Adèle;1385742.2
Grondin;Frédérique;1385674.8
Thibault;Agnès;1385663.9
Guichard;Noémi;1385548.55
Jacob;Bernard;1385481.9
Peltier;Philippine;1385448.6
Mahe;Alphonse;1385441.3
Bertrand;Laurence;1385345.0
Brunet;Roland;1385334.5
Marques;Anouk;1385213.95
Etienne;Thomas;1385162.9
Lecomte;Arthur;1385049.4
Bernier;Isabelle;1384990.1
Dupre;Xavier;1384904.65
Roux;Charlotte;1384810.95
Bourgeois;Sébastien;1384771.4
Tanguy;Henriette;1384757.4
Gillet;Monique;1384720.05
Duval;Agathe;1384579.3
Pereira;Catherine;1384577.8
Marty;André;1384534.5
Reynaud;Anaïs;1384474.65
Briand;Philippe;1384383.9
Leveque;Adèle;1384364.9
Bourgeois;Auguste;1384348.4
Goncalves;Daniel;1384210.0
Denis;Marc;1384206.9
Fouquet;Pénélope;1384186.7
Baron;Susan;1384006.65
Grenier;Gabrielle;1383939.15
Da Costa;Dorothée;1383822.7
Guichard;Édouard;1383770.45
Chauveau;Jean;1383745.3
Joseph;Denis;1383715.4
Gros;Édith;1383574.7
Guibert;Stéphane;1383549.95
Lacombe;Suzanne;1383261.25
Albert;Marguerite;1383166.95
Da Silva;Margaud;1383161.65
Pineau;Victor;1383137.5
Weber;Gilles;1383126.55
Dubois;Agnès;1383118.65
Bourgeois;Clémence;1383113.5
Neveu;Jules;1383069.8
Faure;Laetitia;1383038.7
Regnier;Richard;1382958.85
Pons;Denis;1382933.25
Marques;Océane;1382786.3
Lecoq;Philippe;1382672.7
Payet;Claire;1382631.2
Maurice;Xavier;1382630.4
Gonzalez;Zacharie;1382618.35
Bouchet;Anouk;1382582.2
Lambert;Cécile;1382562.1
Dupuis;Lorraine;1382559.95
Simon;Théophile;1382527.0
Lacroix;Noël;1382503.7
Blanc;Émile;1382354.2
Faure;Marc;1382256.0
Brunet;Josette;1382165.45
Blot;Anne;1382155.2
Toussaint;Anastasie;1382109.15
Perret;Gabrielle;1382102.7
Hubert;Inès;1382071.1
Maurice;Inès;1382039.0
Leveque;Denis;1382027.05
Bernier;Philippe;1381902.15
Hoareau;Audrey;1381697.7
Guillou;Maryse;1381687.7
Hoarau;Denis;1381680.75
Vaillant;Jacqueline;1381619.55
Mercier;Timothée;1381490.55
Reynaud;Susanne;1381416.25
Hoareau;Denise;1381378.5
Legros;Aurélie;1381333.9
Guibert;Joseph;1381306.5
Sanchez;Patricia;1381298.6
Lemoine;Juliette;1381148.65
Lejeune;Philippine;1381137.9
Dijoux;Antoinette;1381011.0
Marin;Camille;1381001.35
Maury;Grégoire;1380926.75
Wagner;Frédérique;1380843.25
Gay;Véronique;1380813.5
Perret;Jacques;1380793.3
Toussaint;Claudine;1380786.95
Henry;Océane;1380766.7
Etienne;Renée;1380764.25
Petitjean;Édouard;1380567.3
Gay;Patricia;1380547.6
Gimenez;Raymond;1380409.45
Charles;Maggie;1380351.35
Lambert;Simone;1380335.45
Masse;Alice;1380309.5
Courtois;Madeleine;1380307.85
Le Gall;Paulette;1380263.7
Grenier;Suzanne;1380122.95
Lucas;David;1380061.75
Chauvet;Marguerite;1380061.05
Leroy;Emmanuel;1379980.75
Lefevre;Luce;1379973.9
Laine;Margaud;1379949.5
Fleury;Julien;1379921.7
Barbe;Laurent;1379740.6
Rolland;Hugues;1379735.5
Philippe;Laurent;1379579.3
Faivre;Jeanne;1379500.75
Neveu;Sylvie;1379498.6
Vallet;Anastasie;1379475.8
Jourdan;Lorraine;1379430.4
Garcia;Gabrielle;1379423.15
Ledoux;Noël;1379406.5
Morin;Daniel;1379390.05
Gilles;Susan;1379366.35
Devaux;Corinne;1379303.35
Roger;Michèle;1379290.6
Berthelot;Charlotte;1379245.85
Riou;Nath;1379218.55
Potier;Célina;1379045.75
Mathieu;Jean;1379036.4
Alves;Brigitte;1378948.2
Laurent;Lucy;1378921.05
Seguin;Nath;1378908.4
Le Goff;Océane;1378861.9
Dupuis;Emmanuel;1378846.75
Dumont;Nathalie;1378784.8
Blanchet;Marine;1378736.2
Renard;Françoise;1378693.85
Mary;Alix;1378683.0
Normand;Margot;1378633.8
Barre;Marc;1378598.6
Aubry;Michel;1378522.8
Lombard;Pauline;1378491.6
Boulay;Élisabeth;1378482.15
Bernier;Marc;1378426.15
Gomez;Agathe;1378363.35
Diaz;daisy;1378321.35
Petitjean;Gabrielle;1378276.25
Gautier;Marthe;1378275.6
Foucher;Margaux;1378271.3
Grenier;Grégoire;1378258.75
Marechal;Adèle;1378227.0
Robert;Julie;1378200.75
Morvan;Christelle;1378170.5
Pires;Aurore;1378063.2
Grenier;Alexandre;1378045.65
Masson;Marguerite;1378005.95
Renard;Arthur;1377846.85
Gautier;Marcelle;1377758.95
Hoarau;Claudine;1377378.7
Garcia;Noémi;1377160.05
Couturier;Lorraine;1377117.95
Dumas;Jeannine;1377047.9
Leveque;Manon;1377019.75
Lemoine;Laurent;1376684.0
Evrard;Michel;1376676.9
Allard;Laurence;1376609.3
David;François;1376594.95
Lebon;Émilie;1376534.4
Pons;Suzanne;1376520.6
Hamel;Daniel;1376392.2
Chretien;Françoise;1376279.6
Rossi;Martine;1376256.65
Dupre;Isabelle;1376249.65
De Oliveira;Lorraine;1375971.8
Benoit;Catherine;1375951.7
Martel;Isabelle;1375849.0
Masse;Antoine;1375839.0
Humbert;Laetitia;1375825.1
Gros;Isaac;1375761.65
Delahaye;Aurélie;1375740.05
Richard;Honoré;1375490.4
Potier;Anouk;1375472.45
Perrier;Georges;1375334.6
Gaudin;Patrick;1375312.7
Remy;Aurore;1375301.2
Chevalier;Alexandre;1375254.8
Gimenez;Michelle;1375193.4
Hoarau;Isaac;1375108.9
Lemoine;Christophe;1375094.95
Marty;Honoré;1375063.3
Benard;Philippine;1375024.1
Monnier;Gabriel;1374933.5
Sauvage;Charles;1374842.7
Lopez;Anaïs;1374714.4
Bigot;Marcel;1374713.8
Laurent;Alphonse;1374646.75
Gaudin;Inès;1374558.55
Lacombe;Astrid;1374483.5
Dumont;Adélaïde;1374478.85
Prevost;Denise;1374470.65
Schmitt;Daniel;1374467.75
Goncalves;Madeleine;1374362.05
Courtois;Émile;1374356.2
Maillet;Luce;1374352.6
Berger;Léon;1374053.7
Pons;Édouard;1373937.3
Marchand;Michelle;1373877.55
Marchal;Pauline;1373835.65
Guillot;Hortense;1373714.1
Bourdon;Astrid;1373641.7
Lesage;Denis;1373439.85
Carre;Gilbert;1373401.8
Lemoine;Laure;1373315.1
Ribeiro;Marie;1373294.55
Boyer;Margaux;1373291.5
Rodriguez;Alphonse;1373276.85
Gallet;Robert;1373270.6
Humbert;Alex;1373267.8
Caron;Émilie;1373247.35
Gaillard;Astrid;1373134.55
Dupuis;Claire;1373115.5
Petit;Simone;1373090.5
Carlier;Margaux;1372999.4
Albert;Étienne;1372965.3
Barthelemy;Édouard;1372959.6
Berthelot;Aurore;1372956.4
Rodriguez;David;1372788.45
Rocher;Marcelle;1372640.3
Lemonnier;Chantal;1372556.8
Langlois;Amélie;1372483.2
Joubert;Édouard;1372446.8
Charles;Georges;1372402.35
Bailly;André;1372331.65
Petitjean;Renée;1372329.45
Jean;Pauline;1372255.7
Leclerc;Christophe;1372241.85
Vidal;Frédérique;1372201.75
Barbe;Thomas;1372165.15
Robert;Guillaume;1372141.25
Brunet;Alice;1372096.65
Besson;Dominique;1372059.55
Auger;Nicole;1372020.95
Vaillant;Claudine;1371973.65
Hoarau;Adèle;1371839.3
Pruvost;Océane;1371806.7
Launay;Laure;1371779.75
Delahaye;Isabelle;1371735.25
Lemoine;Patricia;1371616.35
Maury;Alexandria;1371602.55
Bouvet;Michelle;1371595.35
Pasquier;Maggie;1371582.45
Fournier;Henriette;1371500.85
Louis;Christiane;1371490.75
Raymond;Noël;1371454.15
Reynaud;Nath;1371347.9
Renard;Sébastien;1371341.85
Bousquet;Margaret;1371278.5
Lejeune;Noël;1371161.7
Etienne;Marc;1371152.35
Paul;Chantal;1371055.35
Torres;Hugues;1371024.15
Bonneau;Margaret;1370961.55
Diaz;Alexandrie;1370913.8
Lecoq;Patrick;1370913.35
Charrier;Julie;1370674.9
Jean;Théodore;1370674.2
Lecomte;Olivie;1370654.95
Blin;Olivier;1370639.75
Aubert;Andrée;1370587.25
Gros;Emmanuel;1370513.45
Le Roux;Michelle;1370485.35
Martinez;Alfred;1370468.45
Becker;David;1370461.4
Guillon;Antoinette;1370396.3
Klein;Marc;1370380.5
Guichard;Émilie;1370265.25
Michaud;Suzanne;1370251.05
Marie;Mathilde;1370247.7
Maillet;Paulette;1370240.3
Fleury;Charles;1370212.85
Guilbert;Étienne;1370171.5
Courtois;Frédéric;1370134.95
Riviere;Jacques;1370078.4
Godard;Gilbert;1370020.25
Bertin;Inès;1369926.2
Moreau;Gabriel;1369869.45
Lamy;Célina;1369833.1
Carlier;Valentine;1369831.15
Gallet;Brigitte;1369747.4
Auger;Alexandria;1369655.75
Sanchez;Anne;1369627.55
Hamon;Claudine;1369550.8
Vasseur;Guy;1369539.4
Leger;Monique;1369508.05
Didier;Frédérique;1369503.2
Fabre;Gilbert;1369475.45
Humbert;Richard;1369445.6
Petitjean;Christelle;1369389.6
Rousseau;Monique;1369362.1
Pires;Bertrand;1369347.9
Lebreton;Jacques;1369181.55
Fabre;Robert;1369131.4
Lacroix;Victoire;1369070.55
Charrier;Stéphane;1368993.6
Ledoux;François;1368942.7
Bruneau;Jérôme;1368931.25
Seguin;Jules;1368923.65
Martineau;Hugues;1368918.7
Pages;Céline;1368912.55
Lesage;Laurence;1368843.2
Marie;Georges;1368832.5
Hoareau;Christelle;1368746.4
Sanchez;Marie;1368709.1
Bonnet;Lucas;1368685.05
Carlier;Anne;1368680.6
Baron;Laurence;1368563.9
Leveque;Hugues;1368493.15
Dias;Constance;1368424.55
Herve;Marine;1368397.3
Guilbert;Agathe;1368288.45
Voisin;Sylvie;1368265.25
Becker;Franck;1368245.55
Renard;Valérie;1368202.45
Faivre;Sophie;1368104.85
Cousin;Catherine;1368073.35
Guillaume;Véronique;1368071.1
Guillon;Lucas;1368066.3
Jacob;Laure;1368034.15
Mace;Laetitia;1367985.3
Benard;Pauline;1367624.6
Goncalves;David;1367592.55
Monnier;Lucie;1367562.05
Guilbert;Isabelle;1367527.35
Morel;Julien;1367519.65
Coste;Michel;1367514.15
Berger;Augustin;1367514.0
Fleury;Jules;1367500.25
Boucher;Hortense;1367369.8
Lecomte;Astrid;1367345.7
Briand;Alix;1367319.75
Maurice;Théophile;1367258.0
Besson;Élise;1367254.9
Fernandes;Stéphane;1367189.0
Gaillard;Claude;1367180.1
Dupuis;Guy;1367138.2
Charpentier;Colette;1367107.45
Henry;Benjamin;1367046.0
Diallo;Gérard;1367006.85
Lemoine;Thérèse;1366949.6
Roy;Hugues;1366942.95
Coste;Roland;1366939.25
Cordier;Maryse;1366919.35
Aubert;Marine;1366914.8
Paul;Susanne;1366907.2
Legros;Jeannine;1366879.55
Hamel;Marie;1366866.1
Goncalves;Éléonore;1366789.7
Renaud;Jeannine;1366743.7
Roger;Hortense;1366683.85
Didier;Antoine;1366638.6
Meunier;Sylvie;1366546.7
Charles;Frédérique;1366542.0
Petitjean;Frédéric;1366436.3
Lejeune;Danielle;1366392.35
Leroux;Grégoire;1366239.85
Martel;Anouk;1366233.6
Rodrigues;Nicolas;1366194.75
Bonnet;Marie;1366047.05
Guyot;Charlotte;1366013.35
Laine;Robert;1365974.25
Potier;Hortense;1365953.0
Leger;Richard;1365864.4
Boutin;Roger;1365787.1
Georges;Marthe;1365761.1
Picard;Adélaïde;1365759.1
Paul;Alexandria;1365694.25
Gauthier;Joseph;1365650.4
Chretien;Daniel;1365619.95
Merle;Michel;1365614.9
Robin;Simone;1365578.6
Roux;Hélène;1365541.95
Rousset;Geneviève;1365532.6
Francois;Jacques;1365464.55
Hamon;Susan;1365452.8
Bouvier;Richard;1365446.6
Laine;Célina;1365392.65
Blanchet;Sébastien;1365377.2
Gimenez;Nicole;1365334.45
Besson;Patricia;1365295.3
Pierre;Bernard;1365270.75
Traore;Daniel;1365252.2
Vallet;Eugène;1365233.05
Rousset;Claude;1365169.3
Lacroix;Alphonse;1365158.95
Didier;Grégoire;1365128.7
Ollivier;Christiane;1365121.8
Regnier;Roland;1365076.4
Gautier;Roger;1365008.85
Lefort;Sylvie;1364993.7
Pons;Corinne;1364980.45
Leduc;Gabriel;1364972.95
Voisin;Bernard;1364836.05
Leclercq;Gabrielle;1364666.35
Jacquot;Adrien;1364556.15
Duhamel;Jean;1364524.55
Thierry;Émile;1364476.75
Aubert;Hélène;1364442.4
Mace;Renée;1364375.05
Lemaire;Théophile;1364269.55
Delahaye;Sébastien;1364137.15
Chauvet;Antoine;1363955.85
Fontaine;Sylvie;1363945.25
Lefort;Joseph;1363926.1
Fernandez;Renée;1363696.45
Labbe;Nicolas;1363604.2
Garcia;Thérèse;1363594.35
Merle;Bernadette;1363588.9
Breton;Margaud;1363526.5
Launay;Nathalie;1363502.4
Leroux;Emmanuel;1363488.6
Guerin;Richard;1363473.1
Bertrand;Patricia;1363450.55
Bruneau;Denise;1363448.25
Mendes;Élodie;1363431.6
Marchand;Guy;1363402.5
Bigot;Océane;1363393.55
Ruiz;Édouard;1363388.5
Vallee;Mathilde;1363353.55
Pereira;Danielle;1363322.45
Lopez;Michelle;1363311.0
Boyer;Claude;1363220.55
Michaud;Guillaume;1363199.3
Guichard;Danielle;1363190.25
Parent;Caroline;1363083.7
Toussaint;Alain;1363065.55
Gilbert;Claude;1363054.4
Gimenez;Josette;1362973.75
Martinez;Manon;1362906.75
Petitjean;Gilbert;1362866.35
Bouvet;Laetitia;1362860.7
Paul;Maryse;1362817.95
Teixeira;Nathalie;1362718.7
Lenoir;Charlotte;1362665.65
Joseph;Laurent;1362599.85
Michaud;Henri;1362505.15
Jacques;Éric;1362467.1
Grondin;Camille;1362462.7
Normand;daisy;1362430.15
Charles;Manon;1362386.9
Allain;François;1362347.65
Leroux;Henriette;1362299.0
Riviere;Raymond;1362268.0
Descamps;Marthe;1362114.85
Marchand;Manon;1362103.4
Petit;Madeleine;1362073.8
Chevalier;Agathe;1362019.05
Texier;Christiane;1361944.6
Dubois;Denis;1361932.95
Dias;Jacqueline;1361886.65
Barbe;Sabine;1361869.4
Barbier;Étienne;1361783.55
Paul;Gabrielle;1361771.0
Gillet;Maggie;1361705.7
Cohen;Arnaude;1361695.7
Lucas;Thibaut;1361575.25
Buisson;Josette;1361517.9
Costa;Roger;1361496.1
Samson;Luce;1361462.15
Petitjean;Joséphine;1361428.2
Hoarau;Alexandrie;1361245.15
Pages;Claudine;1360820.95
Michel;Adrien;1360806.3
Coste;Alexandrie;1360781.8
Maurice;Xavier;1360574.25
Grondin;René;1360523.65
Wagner;Claire;1360459.65
Vallet;Simone;1360332.35
Samson;Noémi;1360306.35
Bourgeois;Nathalie;1360300.35
Lebrun;Henriette;1360299.55
Ledoux;Suzanne;1360205.9
Gaudin;Thérèse;1360041.0
Fischer;Jean;1359688.75
Durand;Zoé;1359616.85
Collin;Paulette;1359614.8
Thierry;Pauline;1359614.05
Pineau;Madeleine;1359599.75
Lenoir;Patrick;1359599.2
Besson;Valérie;1359593.6
Boulay;Benjamin;1359583.0
Potier;Marthe;1359530.0
Gauthier;Christophe;1359496.5
Gros;Éric;1359491.35
Robin;Olivie;1359397.05
Robin;Élisabeth;1359291.6
Vidal;Patrick;1359257.45
Barbier;Alice;1359256.7
Traore;Antoine;1359224.3
Navarro;Hugues;1359198.75
Roger;Alexandre;1359181.6
Royer;Thierry;1359166.35
Chevallier;Laetitia;1359150.0
Royer;Corinne;1359118.7
Begue;Anouk;1359057.65
Rey;Vincent;1359038.4
Bodin;Auguste;1359034.75
Valette;Aurélie;1358978.35
Jacquet;Thierry;1358972.4
Regnier;Louise;1358971.15
Maury;Stéphanie;1358927.25
Nicolas;Théodore;1358872.15
Riviere;Martine;1358814.0
Delorme;Pénélope;1358704.2
Le Roux;Audrey;1358703.2
Techer;Olivier;1358625.3
Charrier;Victoire;1358600.65
Lefort;Chantal;1358585.7
Parent;Sabine;1358581.2
Boutin;Victor;1358573.95
Schneider;Christelle;1358573.05
Morin;Charlotte;1358559.25
Legros;Henri;1358490.25
Roussel;Daniel;1358449.6
Gregoire;Thierry;1358416.7
Bouchet;Sophie;1358318.45
Cordier;Adélaïde;1358209.6
Daniel;Gilles;1358203.0
Neveu;Guillaume;1358201.45
Aubry;Sébastien;1358042.0
Huet;Dominique;1357982.25
Albert;Gilles;1357979.65
Bertrand;Claude;1357976.15
Richard;Philippine;1357922.3
Berthelot;Valentine;1357916.65
Paul;Françoise;1357891.45
Julien;Astrid;1357876.3
Marchand;Arthur;1357857.1
Gallet;Gabriel;1357832.05
Gallet;Isaac;1357828.4
Lemaire;Édouard;1357734.15
Lacombe;Antoinette;1357701.05
Roche;Noémi;1357522.35
Gomes;Paulette;1357500.1
Simon;Geneviève;1357457.2
Dupuy;Élise;1357344.7
Henry;Isabelle;1357328.35
Fischer;Victoire;1357293.2
Duhamel;Susan;1357283.15
Duval;Hélène;1357265.8
Dijoux;Xavier;1357256.45
Buisson;Marc;1357232.55
Ferreira;Noël;1357185.5
Lombard;Michèle;1357155.3
Millet;Alex;1357029.3
Lenoir;Antoinette;1356967.15
Laroche;Anastasie;1356872.85
Pierre;Jean;1356866.95
Dijoux;Tristan;1356848.9
Tessier;Patricia;1356776.8
Leger;Louise;1356766.45
Chevalier;Louis;1356662.7
Diallo;Marthe;1356656.4
Lebreton;Valentine;1356646.05
Collet;Anouk;1356547.85
Jacob;Hugues;1356511.45
Grondin;Émile;1356498.1
Delannoy;Laetitia;1356495.8
Schmitt;Stéphanie;1356490.65
Vallet;Inès;1356486.45
Samson;Sophie;1356464.45
Paul;Odette;1356445.55
Boyer;Hélène;1356398.65
Guilbert;Laure;1356348.6
Loiseau;Céline;1356278.25
Da Costa;Roger;1356263.4
Cohen;Capucine;1356104.45
Regnier;Nicolas;1356069.1
Gay;Élisabeth;1356039.55
Pelletier;Benjamin;1355857.7
Marques;Martin;1355782.9
Hamon;Guy;1355705.55
Faure;Jérôme;1355595.2
Legendre;Brigitte;1355588.65
Carlier;Josette;1355586.7
Martin;Inès;1355549.05
Lucas;Élodie;1355539.5
Lebon;Joséphine;1355518.45
Bouchet;Yves;1355458.5
Georges;Margot;1355394.85
Marchal;Céline;1355272.65
Evrard;Charlotte;1355234.45
Denis;Paulette;1355229.25
Charrier;Luce;1355178.9
Paris;Nicolas;1355167.05
Perret;Nathalie;1355157.0
Foucher;Benoît;1355057.2
Legrand;Sabine;1355027.35
